index,C#,CNAME,PERIOD,CREDIT,TEACHER
382,ENPO422203,热质储能技术及应用实验,16.0,0.5,"孟婧,邢张梦"
383,ENPO422403,储能热流基础实验,16.0,0.5,"孟婧,邢张梦"
384,ENPO422503,传热传质学,56.0,3.0,"陶文铨,李增耀,陈黎,屈治国,方文振"
385,ENPO422603,热质储能技术及应用,40.0,2.5,"陶于兵,程泽东"
386,ENPO529303,能源科学技术前沿讲座,16.0,1.0,"严俊杰,苏光辉,席光,何雅玲,黄佐华,邢子文,厉彦忠,陶文铨"
387,ENPO529403,流体机械原理及储能应用,36.0,2.0,"张洋,党政,林梅"
388,ENPO900203,热质储能综合实验,32.0,1.0,王焕然
389,EVNG400103,大气污染控制工程,64.0,4.0,"何炽,高宁博,李鑫哲"
390,EVNG400303,水污染控制工程,64.0,4.0,"王云海,杨树成"
391,EVNG400503,固体废物处理与处置,48.0,3.0,"全翠,高宁博"
392,EVNG400703,环境影响评价,32.0,2.0,"孙健,刘萍萍"
393,EVNG401203,专业综合实验,64.0,2.0,张瑜
394,EVNG401303,污染控制实验,64.0,2.0,"张瑜,张润霞"
395,EVNG401403,环境规划与管理Ⅰ,32.0,2.0,"沈振兴,孙健"
396,EVNG401503,环境化学Ⅱ,32.0,2.0,"延卫,徐浩"
397,GNED105203,中华灯谜艺术及欣赏,32.0,2.0,"王美玲,陈雪江"
398,GNED105203,中华灯谜艺术及欣赏,32.0,2.0,"陈雪江,王美玲"
399,GNED106203,星际航行与低温技术,32.0,2.0,"马原,谢福寿,厉彦忠,蒲亮,王磊"
400,GNED106303,大数据及工程应用数据挖掘技术,32.0,2.0,李良星
401,GNED106403,制冷技术概论：从地面到空间,32.0,2.0,"赖天伟,薛绒,陈良,侯予"
402,GNED106403,制冷技术概论：从地面到空间,32.0,2.0,"刘秀芳,薛绒,陈良,侯予"
403,GNED106503,能源绿色转化与碳减排,32.0,2.0,"杜勇博,邓磊,刘虎,王长安"
404,GNED106503,能源绿色转化与碳减排,32.0,2.0,"王长安,杜勇博,邓磊,刘虎"
405,GNED106903,走向富足：通过科技改变人类未来,16.0,1.0,"周致富,李东"
406,GNED106903,走向富足：通过科技改变人类未来,16.0,1.0,"周致富,李东"
407,GNED107003,汽车文化与社会发展,32.0,2.0,"刘虎,李倩倩"
408,GNED107103,《唐宋词鉴赏辞典》经典阅读,16.0,1.0,屠珊
409,GNED107103,《唐宋词鉴赏辞典》经典阅读,16.0,1.0,屠珊
410,GNED107203,储能技术创新与能源革命,32.0,2.0,"安豆,席奂"
411,GNED107503,能量与文明,32.0,2.0,"雷贤良,裴广强,刘朝晖"
412,MATH900103,工程数学建模,24.0,2.0,陈磊
413,NEEN300203,材料科学基础与新能源材料,40.0,2.5,"黄建兵,沈少华,师进文"
414,NEEN400103,生物学基础与生物质能转化原理及技术,60.0,3.5,"吕友军,徐强,金辉,曹稳"
415,NEEN400403,流体机械能转化原理与技术,38.0,2.0,"陈斌,周致富,骆政园,李东"
416,NEEN400503,新能源热利用与热发电原理及系统,46.0,2.5,"赵亮,李明涛,徐强"
417,NUCL320103,量子力学,48.0,3.0,赵耀林
418,NUCL320403,核材料基础,32.0,2.0,"恽迪,雷鹏辉"
419,NUCL320503,原子物理,32.0,2.0,赵耀林
420,NUCL321003,核辐射防护,40.0,2.0,"胡华四,胡光,褚俊,李彦霏,严明飞"
421,NUCL420403,原子核物理实验方法,48.0,3.0,"张清民,臧航"
422,NUCL420603,电离辐射剂量学,52.0,2.5,"刘书焕,褚俊,王炫"
423,NUCL420703,核反应堆物理分析,40.0,2.5,"吴宏春,刘宙宇"
424,NUCL420703,核反应堆物理分析,40.0,2.5,"曹良志,贺清明"
425,NUCL420703,核反应堆物理分析,40.0,2.5,"郑友琦,万承辉"
426,NUCL420703,核反应堆物理分析,40.0,2.5,"李云召,王永平"
427,NUCL420703,核反应堆物理分析,40.0,2.5,"祖铁军,杜夏楠"
428,NUCL420803,核反应堆控制,40.0,2.0,"王鹏飞,褚俊"
429,NUCL420803,核反应堆控制,40.0,2.0,"孙培伟,褚俊"
430,NUCL420803,核反应堆控制,40.0,2.0,"魏新宇,褚俊"
431,NUCL420903,核电子学,48.0,2.5,"贺朝会,李永宏"
432,NUCL421003,核电厂系统与动力设备,40.0,2.5,"张亚培,王成龙,单建强,葛莉"
433,NUCL421003,核电厂系统与动力设备,40.0,2.5,"吴攀,章静"
434,NUCL421003,核电厂系统与动力设备,40.0,2.5,"张博,张魁"
435,NUCL421003,核电厂系统与动力设备,40.0,2.5,"秋穗正,田文喜,王明军,葛莉"
436,NUCL421003,核电厂系统与动力设备,40.0,2.5,"苏光辉,陈荣华,苟军利"
437,NUCL421103,核反应堆热工分析,48.0,2.5,"王明军,褚俊,秋穗正"
438,NUCL421103,核反应堆热工分析,48.0,2.5,"王成龙,张亚培,褚俊"
439,NUCL421103,核反应堆热工分析,48.0,2.5,"章静,褚俊,陈荣华"
440,NUCL421103,核反应堆热工分析,48.0,2.5,"苏光辉,巫英伟,章静,褚俊"
441,NUCL421103,核反应堆热工分析,48.0,2.5,"田文喜,张大林,褚俊"
442,NUCL421303,核信息获取与处理,32.0,1.5,"刘书焕,王鹏飞"
443,NUCL520203,核分析技术,32.0,2.0,"臧航,卢晨阳"
444,CODE420104,电子系统设计与实践,80.0,2.5,杨建国
445,CODE420104,电子系统设计与实践,80.0,2.5,张虹
446,CODE420104,电子系统设计与实践,80.0,2.5,刘宁艳
447,CODE420104,电子系统设计与实践,80.0,2.5,张璞
448,CODE420104,电子系统设计与实践,80.0,2.5,张锋
449,CODE420104,电子系统设计与实践,80.0,2.5,雷万钧
450,CORE100104,新能源导论,32.0,2.0,"吴坚,周峻,吴锴"
451,CORE100204,能源互联网,16.0,1.0,"王锡凡,方万良,康小宁,别朝红"
452,CORE100304,电磁通史与技术前沿,32.0,2.0,"马慧,项彬,刘志远"
453,CORE102200,聚变能源与等离子体,32.0,2.0,"邱爱慈,吴坚,陈振茂,田文喜,李兴文"
454,EELC321304,模拟电子技术（英文）,64.0,4.0,陈文洁
455,EELC321604,电子技术实验1,16.0,0.5,"李锋,孙敏,张锋,刘涛,张皎,高昕悦,孔忻,王鹏光,白洁,骆一萍"
456,EELC321804,模拟电子技术,64.0,4.0,徐正红
457,EELC321804,模拟电子技术,64.0,4.0,杨建国
458,EELC321804,模拟电子技术,64.0,4.0,刘涛
459,EELC321804,模拟电子技术,64.0,4.0,刘涛
460,EELC321804,模拟电子技术,64.0,4.0,徐正红
461,EELC321804,模拟电子技术,64.0,4.0,郭俊
462,EELC321804,模拟电子技术,64.0,4.0,王振兴
463,EELC322304,模拟电子技术基础,60.0,3.5,杨建国
464,EELC322604,数字电子技术,48.0,3.0,宁改娣
465,EELC322704,模拟电子技术基础,48.0,3.0,陈文洁
466,EELC322804,电子技术基础,80.0,4.0,夏建生
467,EELC323004,电子技术实验-1,16.0,0.5,"李锋,张锋,孙敏,刘涛,张皎,高昕悦,孔忻,王鹏光,白洁,骆一萍"
468,EELC323504,电子技术基础,96.0,5.0,"赵进全,孙敏"
469,EELC323704,现代电子技术,56.0,3.0,"赵进全,孙敏"
470,EELC422904,人工智能与智能仪器,64.0,3.5,"曾翔君,骆一萍,汤晓君"
471,EELC423304,储能装置设计与开发实验,32.0,1.0,孙丽琼
472,EELC423404,电储能系统与并网技术,44.0,2.5,"王丰,易皓"
473,EELC423604,电力工程及储能应用,32.0,2.0,孟永庆
474,ELEC321304,电磁场与波,72.0,4.0,邹建龙
475,ELEC321304,电磁场与波,72.0,4.0,马西奎
476,ELEC321304,电磁场与波,72.0,4.0,陈锋
477,ELEC321304,电磁场与波,72.0,4.0,杨黎晖
478,ELEC321304,电磁场与波,72.0,4.0,董天宇
479,ELEC326104,电工电子技术导论,48.0,3.0,孟永鹏
480,ELEC327604,电工电子技术-1,48.0,3.0,刘晔
481,ELEC327604,电工电子技术-1,48.0,3.0,"贺博,夏建生"
482,ELEC327604,电工电子技术-1,48.0,3.0,"刘晔,项彬"
483,ELEC327604,电工电子技术-1,48.0,3.0,"纽春萍,杨飞"
484,ELEC327604,电工电子技术-1,48.0,3.0,夏建生
485,ELEC327604,电工电子技术-1,48.0,3.0,"刘志远,马慧"
486,ELEC327704,电工电子技术-2,48.0,3.0,陈国联
487,ELEC327804,电工电子技术实验-1,16.0,0.5,李瑞程
488,ELEC327904,电工电子技术实验-2,16.0,0.5,原晓楠
489,ELEC328104,模电与大数电实验-1,24.0,0.5,"李锋,张锋,孙敏,刘涛,张皎,高昕悦,孔忻,王鹏光,白洁,骆一萍"
490,ELEC328604,信号与系统II,60.0,3.5,"王发强,沈瑶,王超,高昕悦"
491,ELEC328604,信号与系统II,60.0,3.5,"王曙鸿,沈瑶,王超,高昕悦"
492,ELEC328604,信号与系统II,60.0,3.5,"张浩,沈瑶,王超,高昕悦"
493,ELEC328604,信号与系统II,60.0,3.5,"张那明,王小华,沈瑶,王超,高昕悦"
494,ELEC422904,电力设备设计原理,32.0,2.0,"李盛涛,王诗航"
495,ELEC422904,电力设备设计原理,32.0,2.0,"刘学忠,段娜娜"
496,ELEC422904,电力设备设计原理,32.0,2.0,"刘鹏,王立军"
497,ELEC422904,电力设备设计原理,32.0,2.0,"李盛涛,王诗航"
498,ELEC423004,电气材料基础,32.0,2.0,"钟力生,张锦英"
499,ELEC423004,电气材料基础,32.0,2.0,徐曼
500,ELEC423004,电气材料基础,32.0,2.0,杨柳青
501,ELEC423004,电气材料基础,32.0,2.0,肖冰
502,ELEC423004,电气材料基础,32.0,2.0,孟国栋
503,ELEC423004,电气材料基础,32.0,2.0,"高景晖,张宏"
504,ELEC423004,电气材料基础,32.0,2.0,"高景晖,孟国栋"
505,ELEC423704,电力系统稳态分析,68.0,4.0,"李崇涛,吴雄"
506,ELEC423704,电力系统稳态分析,68.0,4.0,"邵成成,郝治国"
507,ELEC423704,电力系统稳态分析,68.0,4.0,"秦博宇,李更丰"
508,ELEC423704,电力系统稳态分析,68.0,4.0,张耀
509,ELEC423704,电力系统稳态分析,68.0,4.0,"别朝红,方万良"
510,ELEC423704,电力系统稳态分析,68.0,4.0,张耀
511,ELEC423704,电力系统稳态分析,68.0,4.0,"郑涛,谢海鹏"
512,ELEC427204,电气工程及其自动化专业导论,16.0,1.0,"杨旭,杜正春,李盛涛,王建华,荣命哲,刘进军,汲胜昌,梁得亮"
513,ELEC427204,电气工程及其自动化专业导论,16.0,1.0,"杨旭,杜正春,李盛涛,王建华,荣命哲,刘进军,梁得亮,汲胜昌"
514,ELEC427304,大数据科学与应用技术,32.0,2.0,焦在滨
515,ELEC427304,大数据科学与应用技术,32.0,2.0,焦在滨
516,ELEC427404,人工智能技术导论,32.0,2.0,曹晖
517,ELEC427404,人工智能技术导论,32.0,2.0,曹晖
518,ELEC427704,高电压技术,56.0,3.0,"李江涛,赵军平,惠思思"
519,ELEC427704,高电压技术,56.0,3.0,"杨兰均,刘轩东,惠思思"
520,ELEC427704,高电压技术,56.0,3.0,"丁卫东,庞磊,吕亮"
521,ELEC427704,高电压技术,56.0,3.0,"穆海宝,李军浩,吕亮"
522,ELEC427704,高电压技术,56.0,3.0,"汲胜昌,祝令瑜,姜惟"
523,ELEC427704,高电压技术,56.0,3.0,"任明,董明,姜惟"
524,ELEC427704,高电压技术,56.0,3.0,"任明,董明,姜惟"
525,ELEC427904,电储能系统与并网技术,40.0,2.0,"王丰,易皓"
526,ELEC428004,能源互联网,32.0,2.0,"谢海鹏,陈晨"
527,ELEC428204,电力设备基础,48.0,3.0,闫静
528,ELEC521604,电机的智能控制,48.0,2.5,"丁文,孙萍"
529,ELEC521604,电机的智能控制,48.0,2.5,"丁文,孙萍"
530,ELEC521904,风力发电与太阳能发电技术,32.0,2.0,"雷万钧,王来利"
531,ELEC522504,现代控制理论基础,48.0,3.0,贾要勤
532,ELEC523204,新能源概论,48.0,2.5,"吴锴,姚学玲,吴坚,周峻"
533,ELEC523304,新能源与分布式发电,40.0,2.0,"吴锴,周峻,何英杰,肖云鹏"
534,ELEC523504,电力系统仿真理论与实践,40.0,2.0,"张耀,陈晨"
535,ELEC523604,电力系统继电保护原理,68.0,4.0,常仲学
536,ELEC523704,电力系统新技术专题New Technology of Power Systems,16.0,1.0,"王秀丽,杜正春"
537,ELEC523904,电力系统自动化,32.0,2.0,李宇骏
538,ELEC524404,发电厂电气部分,36.0,2.0,闫晨光
539,ELEC524404,发电厂电气部分,36.0,2.0,闫晨光
540,ELEC524504,新能源电力系统规划与运行,40.0,2.0,"刘俊,宁联辉"
541,ELEC525704,工程电介质物理学,48.0,3.0,"李建英,闵道敏"
542,ELEC526204,电磁兼容技术,48.0,2.5,"陈玉,白洁,孔忻"
543,ELEC526504,高电压综合实验,64.0,2.0,"姜惟,惠思思,吕亮"
544,ELEC527204,放电等离子体基础及应用,32.0,2.0,"吴坚,石桓通,李兴文"
545,ELEC527504,电器理论基础,48.0,2.5,"史宗谦,王宣东"
546,ELEC527504,电器理论基础,48.0,2.5,"史宗谦,王宣东"
547,ELEC527604,电机设计,40.0,2.0,丁文
548,ELEC527704,高电压试验与测试,48.0,2.5,"张乔根,刘轩东"
549,ELEC528304,控制电机,48.0,2.5,"娄建勇,孙萍"
550,ELEC528604,高电压绝缘技术基础,40.0,2.0,"张冠军,常正实,孙安邦,惠思思"
551,ELEC528604,高电压绝缘技术基础,40.0,2.0,"张冠军,孙安邦,惠思思,常正实"
552,ELEC528704,电力开关设备,32.0,2.0,"闫静,吴翊"
553,ELEC529204,工业计算机控制技术,56.0,3.0,"崔栋刚,甘永梅,迟晓红"
554,ELEC529304,电机测试技术,32.0,2.0,刘凌
555,ELEC529404,单片计算机原理及应用,36.0,2.0,"贾立新,迟晓红"
556,ELEC529504,智能电网储能应用技术,36.0,2.0,"王建学,孟永庆,宁联辉"
557,GNED106004,前沿科技与伦理反思,32.0,2.0,"邓军波,刘增,石建稳,徐正红,孙安邦"
558,GNED106304,电动汽车及其生态系统,32.0,2.0,"韩晓刚,王康平,周峻,张帆,杨旭,王丰"
559,GNED106404,新能源材料与装备,32.0,2.0,"肖冰,史乐,石建稳,张锦英,陈欣,成永红"
560,GNED106504,科学测量与发现,32.0,2.0,"庞磊,张乔根"
561,INSM400504,测控电路,40.0,2.0,"丁晖,孔忻"
562,INSM401104,自动化仪表,48.0,2.5,"胡红利,孔忻"
563,INSM401304,MEMS传感器和执行器,32.0,2.0,李运甲
564,INSM401404,光电检测技术,32.0,2.0,丁晖
565,JZSJ901004,国际交流,0.0,0.0,"李睿洁,杨旭"
566,JZSJ901104,创新设计与竞赛课程,32.0,1.0,沈瑶
567,JZSJ901504,储能装置监测系统设计,64.0,3.0,"宋政湘,孙丽琼"
568,AASP300206,空气与气体动力学,72.0,4.0,张科
569,AASP414006,航空推进原理,56.0,3.0,杨亚晶
570,AASP414206,航空飞行器总体设计,32.0,2.0,胡淑玲
571,AASP414306,航天飞行器总体设计,32.0,2.0,陈刚
572,AASP414406,飞行器制导与导航原理,40.0,2.0,梁勇奇
573,AASP414506,航空航天推进技术,32.0,2.0,左逢源
574,AASP414606,热工基础Ⅱ,32.0,2.0,阳倦成
575,AASP414706,工程热力学II,48.0,3.0,武俊梅
576,AASP501306,飞行器总体课程设计,32.0,1.0,张扬
577,AASP501406,航空发动机结构与强度,40.0,2.5,杨利花
578,AASP502706,飞行器结构课程设计,32.0,1.0,"刘马宝,夏巍"
579,AASP502806,航空发动机控制系统,32.0,2.0,杨朝旭
580,AASP502906,飞行控制系统设计,32.0,2.0,荣海军
581,AASP502906,飞行控制系统设计,32.0,2.0,荣海军
582,AASP503206,项目设计,32.0,1.0,胡淑玲
583,AASP503306,人工智能技术概论,32.0,2.0,"杨艺,杨朝旭"
584,AASP504006,航天器动力学与控制,32.0,2.0,"郎安琪,孙剑"
585,AASP504106,航空发动机结构动力学,32.0,2.0,徐自力
586,CORE100106,力学与工程,32.0,2.0,"刘子顺,吴莹,王飞,刘振,罗亚军,李勇,郁汶山,申胜平"
587,CORE100206,空间科学与空天技术,32.0,2.0,"武俊梅,刘马宝,郎安琪,刘振,董龙雷,陈刚"
588,JZSJ900606,力学分析软件概论,24.0,1.0,"裴翠祥,贾坤"
589,JZSJ900706,工程结构（实物）项目设计-1,16.0,0.5,李勇
590,JZSJ900806,结构模块课程设计-1,16.0,0.5,秦庆华
591,JZSJ901106,流体模块课程设计-2,16.0,0.5,张杰
592,MECH200106,张量分析与变分法,32.0,2.0,唐敬达
593,MECH200106,张量分析与变分法,32.0,2.0,张伟旭
594,MECH300906,机械工程基础,32.0,2.0,张亚红
595,MECH311406,工程力学II,48.0,3.0,谭宁
596,MECH311506,工程力学I,64.0,3.5,张亚红
597,MECH311806,材料力学,56.0,3.5,丁春华
598,MECH311806,材料力学,56.0,3.5,文毅
599,MECH311806,材料力学,56.0,3.5,刘咏泉
600,MECH311806,材料力学,56.0,3.5,王飞
601,MECH311806,材料力学,56.0,3.5,刘启达
602,MECH311806,材料力学,56.0,3.5,王飞
603,MECH311806,材料力学,56.0,3.5,左宏
604,MECH311806,材料力学,56.0,3.5,丁春华
605,MECH311806,材料力学,56.0,3.5,殷民
606,MECH311806,材料力学,56.0,3.5,刘启达
607,MECH311806,材料力学,56.0,3.5,文毅
608,MECH311806,材料力学,56.0,3.5,伍晓红
609,MECH311806,材料力学,56.0,3.5,刘睫
610,MECH311806,材料力学,56.0,3.5,殷民
611,MECH311806,材料力学,56.0,3.5,刘咏泉
612,MECH312006,基础力学实验-2,16.0,0.5,武彤晖
613,MECH312006,基础力学实验-2,16.0,0.5,黄莺
614,MECH312006,基础力学实验-2,16.0,0.5,周律
615,MECH312006,基础力学实验-2,16.0,0.5,刘书静
616,MECH312006,基础力学实验-2,16.0,0.5,徐志敏
617,MECH312006,基础力学实验-2,16.0,0.5,郭苓
618,MECH312006,基础力学实验-2,16.0,0.5,黄莺
619,MECH312006,基础力学实验-2,16.0,0.5,周律
620,MECH312006,基础力学实验-2,16.0,0.5,刘书静
621,MECH312006,基础力学实验-2,16.0,0.5,徐志敏
622,MECH312006,基础力学实验-2,16.0,0.5,郭苓
623,MECH312006,基础力学实验-2,16.0,0.5,刘书静
624,MECH312006,基础力学实验-2,16.0,0.5,徐志敏
625,MECH312006,基础力学实验-2,16.0,0.5,郭苓
626,MECH312006,基础力学实验-2,16.0,0.5,黄莺
627,MECH312006,基础力学实验-2,16.0,0.5,武彤晖
628,MECH312006,基础力学实验-2,16.0,0.5,刘书静
629,MECH312006,基础力学实验-2,16.0,0.5,刘书静
630,MECH401206,振动力学,48.0,3.0,"徐自力,谢石林"
631,MECH402706,计算固体力学,40.0,2.0,李录贤
632,MECH402806,流体力学Ⅱ,56.0,3.0,许丁
633,MECH402906,实验力学-1,32.0,2.0,"方钦志,裴翠祥,贾坤"
634,MECH403006,实验力学-2,64.0,2.0,"方钦志,裴翠祥,贾坤"
635,MECH403106,计算流体力学,36.0,2.0,陈春刚
636,MECH403306,实验流体力学,48.0,2.0,"阳倦成,谢毅超,赵松川,雷蒋,张科"
637,MECH403406,固体力学,96.0,6.0,"殷民,徐光魁,刘咏泉"
638,MECH511906,塑性力学,32.0,2.0,尚福林
639,MECH512506,复合材料力学,32.0,2.0,刘益伦
640,MECH513406,土木工程结构基础,32.0,2.0,李勇
641,MECH513906,先进材料与结构,32.0,2.0,"张新华,丁春华,马利锋"
642,MECH514106,高等动力学,32.0,2.0,江俊
643,MECH514406,复合材料力学,16.0,1.0,宋亚勤
644,MECH514806,疲劳与断裂,32.0,2.0,"卢同庆,王铁军"
645,MECH514806,疲劳与断裂,32.0,2.0,王正锦
646,MECH514906,界面流体力学（英）,20.0,1.0,张旭瑞
647,MECH515506,水动力学,32.0,2.0,赵松川
648,MECH515606,旋涡运动基础,32.0,2.0,菅振
649,MECH515906,粘性流体力学,32.0,2.0,张杰
650,MECH516006,船舶与平台结构基础,16.0,1.0,秦庆华
651,MECH900306,力学导论,8.0,0.5,"申胜平,谢勇,许丁,郁汶山"
652,MECH900806,专业认知II,16.0,0.5,宋建伟
653,SCTR400206,科研训练-2,80.0,0.5,郁汶山
654,ACAU300108,金融学,48.0,2.5,乔政
655,ACAU410108,F1 会计师与企业（ACCA）,48.0,3.0,"赵红,董南雁"
656,ACAU410208,F2 管理会计（ACCA）,48.0,3.0,欧佩玉
657,ACAU410308,F3 财务会计（ACCA）,48.0,3.0,骆蕾
658,ACAU410408,F4 公司法与商法（ACCA）,48.0,3.0,FONSEKA MEIMANAGE MOHANPRADEEP
659,ACAU410808,F8 审计与认证业务,64.0,4.0,李星
660,ACAU410908,F9 财务管理,64.0,4.0,田高良
661,ACAU420208,中级财务会计 II,64.0,4.0,"李明轩,尹兴强"
662,ACAU420608,税法,32.0,2.0,曹建安
663,ACAU511308,P4 高级财务管理,48.0,3.0,骆蕾
664,ACAU511408,P5 高级业绩管理,48.0,3.0,董南雁
665,ACAU520208,会计信息化,16.0,1.0,董南雁
666,ECND310308,宏观经济学Ⅰ,48.0,3.0,杨晶玉
667,GNED100508,《黄帝内经》中的管理哲学,16.0,1.0,魏泽龙
668,GNED100508,《黄帝内经》中的管理哲学,16.0,1.0,魏泽龙
669,GNED100608,工程经济学,32.0,2.0,刘新梅
670,GNED100608,工程经济学,32.0,2.0,孙卫
671,GNED100608,工程经济学,32.0,2.0,李健
672,GNED100608,工程经济学,32.0,2.0,"刘新梅,孙卫"
673,GNED100708,中华德学原理源流与经典学习导引,16.0,1.0,程少川
674,GNED100708,中华德学原理源流与经典学习导引,16.0,1.0,程少川
675,GNED100908,创业学：从0到1,32.0,2.0,"李丝雨,姜飞飞"
676,GNED100908,创业学：从0到1,32.0,2.0,"李丝雨,姜飞飞"
677,JZSJ900808,创新创业实践,32.0,1.0,高杰
678,JZSJ901608,商务智能分析与实践,32.0,2.0,王尧
679,MAGT072408,管理学新生导论课,16.0,1.0,"廖貅武,吴锋,舒成利,魏泽龙,张喆,林军,高杰"
680,MAGT172308,系统工程,32.0,2.0,杨臻
681,MAGT172308,系统工程,32.0,2.0,李刚
682,MAGT172308,系统工程,32.0,2.0,吴锋
683,MAGT310508,管理信息系统,32.0,2.0,刘洋
684,MAGT310808,组织行为学Ⅰ,32.0,2.0,包艳
685,MAGT372808,数据结构与算法导论,32.0,2.0,原盛
686,MAGT372808,数据结构与算法导论,32.0,2.0,原盛
687,MAGT420508,公司理财,32.0,2.0,王鲁平
688,MAGT420508,公司理财,32.0,2.0,陈军
689,MAGT420508,公司理财,32.0,2.0,陈军
